Party,Text
Democrat,"['five', 'states', 'had', 'mailin', 'ballots', 'last', 'decade', 'more', 'five', 'including', 'two', 'republican', 'states', 'and', 'dont', 'solicit', 'ballot', 'it', 'sent', 'you', 'it', 'sent', 'home', 'what', 'were', 'saying', 'theyre', 'saying', 'has', 'postmark', 'time', 'election', 'day', 'if', 'doesnt', 'get', 'until', 'seventh', 'eighth', 'ninth', 'still', 'should', 'counted', 'he', 'just', 'afraid', 'counting', 'votes', 'because', 's', 's', 's']"
Republic,"['youre', 'wrong', 'youre', 'wrong', 'i', 'love', 'counting', 'votes']"
Democrat,"['knows', 'outcome', 'be']"
Republic,"['chris', 'so', 'wrong', 'makes', 'statement', 'like', 'that', 's']"
Republic,"['that', 'could', 'fraud']"
Democrat,"['i', 'am', 'concerned', 'court', 'would', 'settle', 'because', 'deal', 'when', 'file—when', 'get', 'ballot', 'fill', 'out', 'youre', 'supposed', 'affidavit', 'if', 'didnt', 'know', 'someone', 'say', 'me', 'you', 'should', 'able', 'if', 'fact', 'can', 'verify', 'before', 'ballot', 'thrown', 'out', 'sufficient', 'able', 'count', 'ballot', 'because', 'someone', 'made', 'mistake', 'not', 'dotting', 'correct', 'i', 'who', 'voted', 'testify', 'say', 'voted', 'say', 'you', 'that', 'totally', 'legitimate', 's', 's', 's', 's']"
Republic,"['excuse', 'chris', 'eighty', 'million', 'ballots']"
Republic,"['sent', 'swamping', 'system']"
Republic,"['you', 'know', 'cant', 'done', 'you', 'know', 'cant', 'already', 'fraud', 'deception', 's']"
Democrat,"['mail', 'service', 'delivers', '185', 'million', 'pieces', 'mail', 'day']"
Republic,"['eighty', 'million', 'ballots']"
Republic,"['could', 'months']"
Republic,"['im', 'urging', 'supporters', 'go', 'polls', 'watch', 'very', 'carefully', 'because', 'has', 'happen', 'i', 'am', 'urging', 'do', 'it', 'as', 'know', 'today', 'big', 'problem', 'in', 'philadelphia', 'went', 'watch', 'theyre', 'called', 'poll', 'watchers', 'very', 'safe', 'very', 'nice', 'thing', 'they', 'were', 'thrown', 'out', 'they', 'werent', 'allowed', 'watch', 'you', 'know', 'why', 'because', 'bad', 'things', 'happen', 'philadelphia', 'bad', 'things', 'and', 'i', 'am', 'urging', 'i', 'am', 'urging', 'people', 'i', 'hope', 'going', 'fair', 'election', 'if', 'fair', 'election', 's', 's', 's']"
Republic,"['i', 'am', '100', 'board', 'but', 'if', 'i', 'see', 'tens', 'thousands', 'ballots', 'being', 'manipulated', 'i', 'cant', 'go', 'along', 'that', 'and', 'ill', 'tell', 'what']"
Republic,"['common', 'sense']"
Republic,"['ill', 'tell', 'means']"
Republic,"['it', 'means', 'fraudulent', 'election', 'youre', 'sending', 'out', '80', 'million', 'ballots']"
Republic,"['theyre', 'not', 'equipped', 'these', 'people', 'arent', 'equipped', 'handle', 'number', 'one', 'number', 'two', 'cheat', 'they', 'cheat', 'hey', 'found', 'ballots', 'wastepaper', 'basket', 'three', 'days', 'ago', 'had', 'name', 'military', 'ballots', 'there', 'were', 'military', 'they', 'had', 'name', 'trump', 'them']"
Republic,"['you', 'think', 'good', 's']"
Democrat,"['yes', 'and', 'deal', 'we', 'count', 'ballots', 'pointed', 'out', 'some', 'these', 'ballots', 'states', 'cant', 'even', 'opened', 'until', 'election', 'day', 'and', 'if', 'thousands', 'ballots', 'going', 'take', 'time', 'do', 'it', 'and', 'way', 'militarytheyve', 'voting', 'ballots', 'since', 'end', 'civil', 'war', 'effect', 'and', 'going', 'happen', 'why', 'not', 'somehow', 'not', 'fraudulent', 'it', 'same', 'process', 'it', 'honest', 'no', 'one', 'has', 'established', 'fraud', 'related', 'mailin', 'ballots', 'somehow', 'fraudulent', 'process', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
Republic,"['it', 'already', 'established', 'take', 'look', 'carolyn', 'maloney', 'race', 's', 's']"
Republic,"['look', 'carolyn', 'maloney', 'race', 'they', 'no', 'idea', 'happened', 's']"
Democrat,"['he', 'has', 'no', 'idea', 'talking', 'about', 'here', 'deal', 'the', 'fact', 'i', 'accept', 'too', 'you', 'know', 'why', 'because', 'once', 'winner', 'declared', 'after', 'ballots', 'counted', 'votes', 'counted', 'thatll', 'end', 'it', 'thatll', 'end', 'it', 'and', 'if', 'fact', 'fine', 'if', 'not', 'ill', 'support', 'outcome', 'and', 'ill', 'president', 'not', 'just', 'democrats', 'ill', 'president', 'democrats', 'republicans', 'and', 'guy', 'if', 'fact', 's', 's', 's', 's']"
Republic,"['i', 'want', 'see', 'honest', 'ballot', 'count']"
Republic,"['i', 'want', 'see', 'honest', 'ballot', 'count']"
Republic,"['and', 'i', 'think', 'does', 'too']"
Democrat,"['how', 'doing', 'man']"
Republic,"['how', 'doing']"
Democrat,"['im', 'well']"
Republic,"['thank', 'very', 'much', 'chris', 'i', 'tell', 'very', 'simply', 'we', 'won', 'election', 'elections', 'consequences', 'we', 'senate', 'we', 'white', 'house', 'we', 'phenomenal', 'nominee', 'respected', 'all', 'top', 'top', 'academic', 'good', 'every', 'way', 'good', 'every', 'way', 'in', 'fact', 'biggest', 'endorsers', 'very', 'liberal', 'people', 'notre', 'dame', 'other', 'places', 'so', 'i', 'think', 'going', 'fantastic', 'we', 'plenty', 'time', 'even', 'if', 'we', 'did', 'after', 'election', 'itself', 'i', 'lot', 'time', 'after', 'election', 'know', 'so', 'i', 'think', 'outstanding', 'she', 'going', 'good', 'anybody', 'has', 'served', 'court', 'we', 'really', 'feel', 'that', 'we', 'professor', 'notre', 'dame', 'highly', 'respected', 'said', 'single', 'greatest', 'student', 'ever', 'had', 'he', 'professor', 'long', 'time', 'great', 'school', 's', 's', 's', 's', 's']"
Democrat,"['well', 'first', 'thank', 'doing', 'looking', 'forward', 'mr', 'president']"
Republic,"['thank', 'joe']"
Democrat,"['the', 'american', 'people', 'right', 'say', 'supreme', 'court', 'nominee', 'say', 'occurs', 'vote', 'united', 'states', 'senators', 'vote', 'president', 'united', 'states', 'theyre', 'not', 'going', 'get', 'chance', 'now', 'because', 'were', 'middle', 'election', 'already', 'the', 'election', 'has', 'already', 'started', 'tens', 'thousands', 'people', 'already', 'voted', 'so', 'thing', 'should', 'happen', 'we', 'should', 'wait', 'we', 'should', 'wait', 'see', 'outcome', 'election', 'because', 'only', 'way', 'american', 'people', 'get', 'express', 'view', 'elect', 'president', 'elect', 'vice', 'president', 's']"
Republic,"['there', 'arent', 'hundred', 'million', 'people', 'preexisting', 'conditions', 'as', 'far', 'say', 'concerned', 'people', 'already', 'had', 'say', 'okay', 'justice', 'ginsburg', 'said', 'very', 'powerfully', 'very', 'strongly', 'point', '10', 'years', 'ago', 'so', 'said', 'president', 'senate', 'elected', 'period', 'time', 'president', 'elected', 'four', 'years', 'were', 'not', 'elected', 'three', 'years', 'im', 'not', 'elected', 'three', 'years', 'so', 'we', 'senate', 'we', 'president']"
Democrat,"['he', 'elected', 'next', 'election', 's']"
Republic,"['during', 'period', 'time', 'during', 'period', 'time', 'we', 'opening', 'im', 'not', 'elected', 'three', 'years', 'im', 'elected', 'four', 'years', 'joe', 'hundred', 'million', 'people', 'totally', 'wrong', 'i', 'dont', 'know', 'got', 'number', 'the', 'bigger', 'problem', 'youre', 'going', 'extinguish', '180million', 'people', 'private', 'health', 'care', 'theyre', 'very', 'happy', 'with']"
Democrat,"['that', 'simply', 'not', 'true', 's']"
Republic,"['well', 'youre', 'certainly', 'going', 'socialist', 'youre', 'going', 'socialist', 'medicine']"
Democrat,"['open', 'discussion']"
Democrat,"['number', 'one', 'knows', 'i', 'proposed', 'what', 'i', 'proposed', 'we', 'expand', 'obamacare', 'we', 'increase', 'it', 'we', 'do', 'not', 'wipe', 'any', 'and', 'one', 'big', 'debates', 'we', 'had', '23', 'colleagues', 'trying', 'win', 'nomination', 'i', 'won', 'were', 'saying', 'biden', 'wanted', 'allow', 'people', 'private', 'insurance', 'still', 'they', 'can', 'they', 'do', 'they', 'under', 'proposal']"
Republic,"['that', 'not', 'youve', 'said', 'not', 'party', 'saying', 's', 's']"
Democrat,"['that', 'simply', 'lie']"
Republic,"['your', 'party', 'doesnt', 'say', 'it', 'your', 'party', 'wants', 'go', 'socialist', 'medicine', 'socialist', 'healthcare']"
Democrat,"['the', 'party', 'me', 'right', 'now', 'i', 'am', 'democratic', 'party']"
Republic,"['and', 'theyre', 'going', 'dominate', 'joe', 'you', 'know', 'that']"
Democrat,"['i', 'am', 'democratic', 'party', 'right', 'now']"
Republic,"['not', 'according', 'harris']"
Democrat,"['the', 'platform', 'democratic', 'party', 'i', 'fact', 'approved', 'i', 'approved', 'of', 'now', 'deal', 'the', 'deal', 'going', 'wipe', 'out', 'preexisting', 'conditions', 'and', 'way', '200000', 'people', 'died', 'watch', 'those', 'survived', 'well', 'seven', 'million', 'people', 'contracted', 'covid', 'what', 'does', 'mean', 'going', 'forward', 'if', 'strike', 'down', 'affordable', 'care', 'act', 's', 's', 's']"
Republic,"['joe', 'youve', 'had', '308000', 'military', 'people', 'dying', 'because', 'couldnt', 'provide', 'proper', 'healthcare', 'military', 'so', 'dont', 'tell', 'about', 'this']"
Democrat,"['im', 'happy', 'talk', 'about', 'this']"
Republic,"['and', 'if', 'were', 'wouldnt', '200', 'would', 'two', 'million', 'people', 'because', 'were', 'very', 'late', 'draw', 'you', 'didnt', 'want', 'ban', 'china', 'heavily', 'infected', 'you', 'didnt', 'want', 'ban', 'europe']"
Republic,"['you', 'would', 'much', 'later', 'joe', 'much', 'later']"
Republic,"['were', 'talking', 'about', 'two', 'million', 'people']"
Democrat,"['youre', 'not', 'going', 'able', 'shut', 'up']"
Democrat,"['let', 'finish', 'the', 'point', 'president', 'also', 'opposed', 'roe', 'v', 'wade', 'that', 'ballot', 'well', 'court', 'court', 'so', 'also', 'stake', 'right', 'now', 'and', 'so', 'election', 'all', 's', 's']"
Republic,"['you', 'dont', 'know', 'ballot', 'why', 'ballot', 'why', 'ballot', 'it', 'not', 'ballot', 's', 's']"
Democrat,"['it', 'ballot', 'court', 's']"
Republic,"['i', 'dont', 'think', 'so']"
Democrat,"['in', 'court']"
Republic,"['there', 'nothing', 'happening', 'there', 's']"
Democrat,"['donald', 'would', 'just', 'quiet', 'minute']"
Republic,"['you', 'dont', 'know', 'view', 'roe', 'v', 'wade', 'you', 'dont', 'know', 'view']"
Democrat,"['all', 'right']"
Republic,"['that', 'right', 's']"
Republic,"['because', 'want', 'give', 'good', 'healthcare']"
Democrat,"['good', 'healthcare']"
Republic,"['yes', 'i', 'have', 'of', 'course', 'i', 'have', 'the', 'individual', 'mandate']"
Republic,"['excuse', 'me', 'i', 'got', 'rid', 'individual', 'mandate', 'big', 'chunk', 'obamacare']"
Republic,"['that', 'absolutely', 'big', 'thing', 'that', 'worst', 'part', 'obamacare']"
Republic,"['chris', 'worst', 'part', 'obamacare']"
Republic,"['well', 'ill', 'ask', 'joe', 'the', 'individual', 'mandate', 'most', 'unpopular', 'aspect', 'obamacare']"
Republic,"['i', 'got', 'rid', 'it', 'and', 'we', 'protect', 'people']"
Republic,"['go', 'ahead']"
Republic,"['well', 'first', 'i', 'guess', 'im', 'debating', 'not', 'okay', 'im', 'not', 'surprised', 'let', 'just', 'tell', 'something', 'there', 'nothing', 'symbolic', 'im', 'cutting', 'drug', 'prices', 'im', 'going', 'favored', 'nations', 'no', 'president', 'has', 'courage', 'do', 'because', 'youre', 'going', 'against', 'big', 'pharma', 'drug', 'prices', 'coming', 'down', '80', '90', 'you', 'could', 'done', 'during', '47', 'year', 'period', 'government', 'didnt', 'do', 'it', 'nobody', 'done', 'it', 'so', 'were', 'cutting', 'healthcare', 's', 's', 's']"
Republic,"['all', 'things', 'weve', 'done']"
Democrat,"['he', 'has', 'not', 'done', 'healthcare']"
Republic,"['ill', 'give', 'example', 'insulin', 'destroying', 'families', 'destroying', 'people', 'cost', 'im', 'getting', 'so', 'cheap', 'like', 'water', 'want', 'know', 'truth', 'so', 'cheap', 'take', 'look', 'drugs', 'were', 'doing', 'prescription', 'drug', 'prices', 'were', 'going', 'allow', 'governors', 'now', 'go', 'other', 'countries', 'buy', 'drugs', 'because', 'paid', 'just', 'tiny', 'fraction', 'we', 'do', 's']"
Republic,"['this', 'big', 'stuff']"
Democrat,['yes']
Democrat,"['it', 'not']"
Republic,"['that', 'not', 'party', 'says', 'way', 's']"
Democrat,"['it', 'does', 'not', 'it', 'only', 'those', 'people', 'so', 'poor', 'qualify', 'medicaid', 'can', 'get', 'free', 'most', 'states', 'except', 'governors', 'want', 'deny', 'people', 'poor', 'medicaid', 'anyone', 'qualifies', 'medicaid', 'would', 'automatically', 'enrolled', 'public', 'option', 'the', 'vast', 'majority', 'american', 'people', 'would', 'still', 'not', 'option', 'number', 'one', 'number', 'two', 's']"
Republic,"['joe', 'agreed', 'bernie', 'sanders', 'far', 'left', 'manifesto', 'we', 'call', 'it', 'and', 'gives', 'socialized', 'medicine', 's']"
Democrat,"['look', 'hey']"
Republic,"['are', 'saying', 'didnt', 'agree']"
Democrat,"['im', 'not', 'going', 'listen', 'him', 'the', 'fact', 'matter', 'i', 'beat', 'bernie', 'sanders']"
Republic,"['not', 'much']"
Democrat,"['i', 'beat', 'whole', 'hell', 'lot']"
Republic,"['not', 'much']"
Democrat,"['im', 'standing', 'facing', 'old', 'buddy']"
Republic,"['if', 'pocahontas', 'would', 'left', 'two', 'days', 'early', 'would', 'lost', 'every', 'primary']"
Democrat,"['all', 'knows', 'do']"
Republic,"['on', 'super', 'tuesday', 'got', 'very', 'lucky']"
Democrat,"['look', 'deal', 'i', 'got', 'very', 'lucky', 'im', 'going', 'get', 'very', 'lucky', 'tonight', 'well', 's']"
Republic,"['with', 'what']"
Democrat,"['and', 'tonight', 'im', 'going', 'make', 'sure']"
Republic,"['with', 'what']"
Democrat,"['because', 'deal', 'deal', 'the', 'fact', 'everything', 'saying', 'so', 'far', 'simply', 'lie', 'im', 'not', 'call', 'out', 'lies', 'everybody', 'knows', 'liar', 's', 's', 's', 's']"
Republic,"['but', 'agree', 'joe', 'youre', 'liar', 'you', 'graduated', 'last', 'class', 'not', 'first', 'class']"
Democrat,"['god', 'i', 'want', 'make', 'sure']"
Democrat,"['no', 'doesnt', 'know', 'do', 'that']"
Republic,"['youd', 'surprised', 'youd', 'surprised', 'go', 'ahead', 'joe']"
Democrat,"['the', 'wrong', 'guy', 'wrong', 'night', 'wrong', 'time']"
Republic,"['listen', 'agreed', 'bernie', 'sanders', 'manifesto']"
Democrat,"['there', 'no', 'manifesto', 'number', 'one']"
Democrat,"['number', 'two']"
Republic,"['he', 'just', 'lost', 'left']"
Democrat,"['number', 'two']"
Republic,"['you', 'just', 'lost', 'left', 'you', 'agreed', 'bernie', 'sanders', 'plan', 'absolutely', 'agreed', 'under', 'plan', 'crosstalk', 'call', 'socialized', 'medicine']"
Democrat,"['ill', 'tell', 'not', 'help', 'people', 'needing', 'healthcare']"
Republic,"['who', 'bernie']"
Democrat,"['because', 'fact', 'already', 'has', 'costs', '10', 'million', 'people', 'healthcare', 'had', 'employers', 'because', 'recession', 'number', 'one', 'number', 'two', '20', 'million', 'people', 'getting', 'healthcare', 'through', 'obamacare', 'now', 'wants', 'take', 'away', 'he', 'wont', 'ever', 'look', 'eye', 'say', 'wants', 'do', 'take', 'away', 's']"
Republic,"['no', 'i', 'want', 'give', 'better', 'healthcare', 'much', 'lower', 'price', 'because', 'obamacare', 'no', 'good']"
Democrat,"['he', 'doesnt', 'know', 'how', 'he', 'doesnt', 'know', 'do', 'that']"
Republic,"['ive', 'already', 'fixed', 'it']"
Democrat,"['he', 'has', 'never', 'offered', 'plan']"
Republic,"['weve', 'already', 'fixed', 'extent', 'obamacare', 'might', 'know', 'probably', 'dont', 'obamacare', 'no', 'good']"
Republic,"['obamacare', 'no', 'good', 'we', 'made', 'better', 'i', 'had', 'choice', 'make', 'very', 'early', 'on', 'we', 'took', 'away', 'individual', 'mandate', 'we', 'guaranteed', 'preexisting', 'conditions', 'took', 'away', 'individual', 'mandate', 'listen', 'way', 'is', 'and', 'destroyed', 'they', 'shouldnt', 'even', 'call', 'obamacare', 'then', 'i', 'had', 'choice', 'make', 'do', 'i', 'let', 'people', 'run', 'really', 'well', 'badly', 'if', 'i', 'run', 'badly', 'theyll', 'probably', 'blame', 'theyll', 'blame', 'me', 'but', 'more', 'importantly', 'i', 'want', 'help', 'people', 'okay', 'i', 'said', 'youve', 'got', 'run', 'so', 'well', 'and', 'i', 'just', 'had', 'meeting', 'them', 'they', 'said', 'problem', 'no', 'matter', 'well', 'run', 'obamacare', 'disaster', 'it', 'too', 'expensive', 'premiums', 'too', 'high', 'doesnt', 'work', 'so', 'we', 'do', 'want', 'get', 'rid', 'it', 'chris', 'we', 'want', 'get', 'rid', 'give', 'something', 'cheaper', 'better', 's', 's', 's']"
Republic,"['go', 'ahead']"
Republic,['good']
Democrat,"['he', 'has', 'no', 'plan', 'healthcare']"
Republic,"['of', 'course', 'we', 'do']"
Democrat,"['he', 'sends', 'out', 'wishful', 'thinking', 'he', 'has', 'executive', 'orders', 'no', 'power', 'he', 'hasnt', 'lowered', 'drug', 'costs', 'anybody', 'he', 'promising', 'healthcare', 'plan', 'since', 'got', 'elected', 'he', 'has', 'like', 'almost', 'everything', 'else', 'talks', 'about', 'he', 'does', 'not', 'plan', 'he', 'doesnt', 'plan', 'and', 'fact', 'man', 'doesnt', 'know', 'talking', 'about', 'crosstalk', 's', 's']"
Democrat,['sure']
Democrat,"['whatever', 'position', 'i', 'take', 'thatll', 'become', 'issue', 'the', 'issue', 'american', 'people', 'should', 'speak', 'you', 'should', 'go', 'out', 'vote', 'youre', 'voting', 'now', 'vote', 'let', 'senators', 'know', 'strongly', 'feel']"
Republic,"['are', 'going', 'pack', 'court']"
Democrat,"['vote', 'now']"
Republic,"['are', 'going', 'pack', 'court']"
Democrat,"['make', 'sure', 'fact', 'let', 'people', 'know', 'senators']"
Republic,"['he', 'doesnt', 'want', 'answer', 'question']"
Democrat,"['im', 'not', 'going', 'answer', 'question']"
Republic,"['why', 'wouldnt', 'answer', 'question', 'you', 'want', 'put', 'lot', 'new', 'supreme', 'court', 'justices', 'radical', 'left']"
Democrat,"['will', 'shut', 'up', 'man']"
Republic,"['listen', 'list', 'joe', 'who', 'list', 's']"
Democrat,"['this', 'so', 'unpresidential']"
Republic,"['he', 'going', 'pack', 'court', 'he', 'not', 'going', 'give', 'list', 's']"
Democrat,"['that', 'really', 'productive', 'segment', 'wasnt', 'it', 'keep', 'yapping', 'man']"
Republic,"['the', 'people', 'understand', 'joe']"
Democrat,"['they', 'sure', 'do']"
Republic,"['47', 'years', 'youve', 'done', 'nothing', 'theyre', 'understand']"
Democrat,"['good', 'luck', '200000', 'dead', 'as', 'said', 'over', 'seven', 'million', 'infected', 'united', 'states', 'we', 'fact', '4', 'world', 'population', '20', 'deaths', '40000', 'people', 'day', 'contracting', 'covid', 'in', 'addition', 'about', 'between', '750', '1000', 'people', 'day', 'dying', 'when', 'presented', 'number', 'said', 'it', 'is', 'well', 'because', 'are', 'that', 'is', 'the', 'president', 'has', 'no', 'plan', 'he', 'hasnt', 'laid', 'out', 'anything', 'he', 'knew', 'way', 'back', 'february', 'serious', 'crisis', 'was', 'he', 'knew', 'deadly', 'disease', 'what', 'did', 'do', 'he', 'tape', 'acknowledging', 'knew', 'it', 'he', 'said', 'didnt', 'tell', 'give', 'people', 'warning', 'because', 'didnt', 'want', 'panic', 'american', 'people', 'you', 'dont', 'panic', 'he', 'panicked', 'in', 'addition', 'did', 'do', 's', 's', 's']"
